"ID","Call ID","着信日時","切断日時","通話秒数","着信先番号","発信元番号","シナリオID","シナリオ名","パートナーID","パートナー名","アカウントID","アカウント名","完了フラグ","★最初のガイダンス音声","”1or2”新規OR既存","”1-2”折り返しOR”SMS”","【000：着信通知】","""1-6""折り返し予約：電話番号入力","""1-7""折り返し予約：電話番号通知","""1-8""折返し時間帯選択","""1-9""：折返し時間帯通知","”1-10”：受付完了案内","【999：エラーガイダンス】","""2-1""電話番号入力","""2-2""SMS送信","”2-3”：受付完了案内","3いきなり終了"
"900085","S000DBBF5","2026-06-05 21:19:49","2026-06-05 21:20:27","38","03-0000-0000","070-6117-6316","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","","","","","","","","","","","","1"
"900100","S000DBC04","2026-06-05 22:52:49","2026-06-05 22:52:51","2","03-0000-0000","080-3807-4497","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900088","S000DBBF8","2026-06-05 23:02:03","2026-06-05 23:02:30","27","03-0000-0000","080-7880-1823","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","","","","","","","","","","","","1"
"900090","S000DBBFA","2026-06-05 23:05:51","2026-06-05 23:06:00","9","03-0000-0000","090-9185-4528","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900099","S000DBC03","2026-06-05 23:07:40","2026-06-05 23:08:10","30","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","","","","","","","","","","","","1"
"900097","S000DBC01","2026-06-06 01:29:14","2026-06-06 01:29:18","4","03-0000-0000","090-8714-3638","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900102","S000DBC06","2026-06-06 05:11:10","2026-06-06 05:11:27","17","03-0000-0000","090-9921-8438","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900101","S000DBC05","2026-06-06 06:28:22","2026-06-06 06:28:32","10","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900098","S000DBC02","2026-06-06 06:37:53","2026-06-06 06:37:57","4","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900091","S000DBBFB","2026-06-06 06:53:15","2026-06-06 06:54:34","79","03-0000-0000","090-6191-7906","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200091&result=OK:result=OK","09010704778","200:customer_id=200091&result=OK:result=OK","10:00～12:00","200:customer_id=200091&result=OK:result=OK","1","","","","",""
"900092","S000DBBFC","2026-06-06 06:59:31","2026-06-06 06:59:39","8","03-0000-0000","070-8908-2038","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900086","S000DBBF6","2026-06-06 07:12:15","2026-06-06 07:13:36","81","03-0000-0000","080-1192-6956","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200086&result=OK:result=OK","08038526772","200:customer_id=200086&result=OK:result=OK","時間指定無し","200:customer_id=200086&result=OK:result=OK","1","","","","",""
"900093","S000DBBFD","2026-06-06 07:37:32","2026-06-06 07:38:58","86","03-0000-0000","090-9282-4018","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200093&result=OK:result=OK","09063708952","200:customer_id=200093&result=OK:result=OK","12:00～15:00","200:customer_id=200093&result=OK:result=OK","1","","","","",""
"900089","S000DBBF9","2026-06-06 07:45:11","2026-06-06 07:46:28","77","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200089&result=OK:result=OK","09026132993","200:customer_id=200089&result=OK:result=OK","時間指定無し","200:customer_id=200089&result=OK:result=OK","1","","","","",""
"900087","S000DBBF7","2026-06-06 08:06:56","2026-06-06 08:08:02","66","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200087&result=OK:result=OK","09067736290","200:customer_id=200087&result=OK:result=OK","12:00～15:00","200:customer_id=200087&result=OK:result=OK","1","","","","",""
"900095","S000DBBFF","2026-06-06 08:36:39","2026-06-06 08:37:48","69","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200095&result=OK:result=OK","08097841619","200:customer_id=200095&result=OK:result=OK","12:00～15:00","200:customer_id=200095&result=OK:result=OK","1","","","","",""
"900112","S000DBC10","2026-06-06 19:43:19","2026-06-06 19:44:23","64","03-0000-0000","070-2714-1666","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200112&result=OK:result=OK","07060945938","200:customer_id=200112&result=OK:result=OK","12:00～15:00","200:customer_id=200112&result=OK:result=OK","1","","","","",""
"900117","S000DBC15","2026-06-06 19:48:56","2026-06-06 19:50:34","98","03-0000-0000","090-6285-9605","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200117&result=OK:result=OK","09067642942","200:customer_id=200117&result=OK:result=OK","時間指定無し","200:customer_id=200117&result=OK:result=OK","1","","","","",""
"900119","S000DBC17","2026-06-06 20:10:08","2026-06-06 20:11:25","77","03-0000-0000","070-9347-1106","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200119&result=OK:result=OK","08022931903","200:customer_id=200119&result=OK:result=OK","15:00～18:00","200:customer_id=200119&result=OK:result=OK","1","","","","",""
"900113","S000DBC11","2026-06-06 20:33:26","2026-06-06 20:35:16","110","03-0000-0000","070-6161-1660","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200113&result=OK:result=OK","09069254061","200:customer_id=200113&result=OK:result=OK","12:00～15:00","200:customer_id=200113&result=OK:result=OK","1","","","","",""
"900121","S000DBC19","2026-06-06 23:19:27","2026-06-06 23:20:04","37","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","","","","","","","","","","","","1"
"900105","S000DBC09","2026-06-06 23:58:40","2026-06-06 23:58:40","0","03-0000-0000","070-1611-7560","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900114","S000DBC12","2026-06-07 00:28:58","2026-06-07 00:30:01","63","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200114&result=OK:result=OK","09040768521","200:customer_id=200114&result=OK:result=OK","時間指定無し","200:customer_id=200114&result=OK:result=OK","1","","","","",""
"900120","S000DBC18","2026-06-07 01:01:34","2026-06-07 01:02:52","78","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200120&result=OK:result=OK","09045245747","200:customer_id=200120&result=OK:result=OK","時間指定無し","200:customer_id=200120&result=OK:result=OK","1","","","","",""
"900111","S000DBC0F","2026-06-07 01:08:45","2026-06-07 01:10:10","85","03-0000-0000","090-9487-7166","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200111&result=OK:result=OK","09018963495","200:customer_id=200111&result=OK:result=OK","12:00～15:00","200:customer_id=200111&result=OK:result=OK","1","","","","",""
"900122","S000DBC1A","2026-06-07 01:20:46","2026-06-07 01:20:59","13","03-0000-0000","070-4571-4717","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900106","S000DBC0A","2026-06-07 05:01:09","2026-06-07 05:01:10","1","03-0000-0000","090-4777-2243","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900110","S000DBC0E","2026-06-07 05:07:11","2026-06-07 05:08:07","56","03-0000-0000","070-4680-6962","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200110&result=OK:result=OK","08083568065","200:customer_id=200110&result=OK:result=OK","12:00～15:00","200:customer_id=200110&result=OK:result=OK","1","","","","",""
"900115","S000DBC13","2026-06-07 05:11:10","2026-06-07 05:12:49","99","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200115&result=OK:result=OK","07024184251","200:customer_id=200115&result=OK:result=OK","時間指定無し","200:customer_id=200115&result=OK:result=OK","1","","","","",""
"900107","S000DBC0B","2026-06-07 05:21:09","2026-06-07 05:21:37","28","03-0000-0000","070-1898-1540","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900116","S000DBC14","2026-06-07 05:33:46","2026-06-07 05:33:53","7","03-0000-0000","070-6305-4277","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900118","S000DBC16","2026-06-07 05:35:40","2026-06-07 05:36:51","71","03-0000-0000","080-3861-2805","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200118&result=OK:result=OK","07090665475","200:customer_id=200118&result=OK:result=OK","10:00～12:00","200:customer_id=200118&result=OK:result=OK","1","","","","",""
"900108","S000DBC0C","2026-06-07 07:24:56","2026-06-07 07:26:04","68","03-0000-0000","070-6835-9663","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200108&result=OK:result=OK","07083601563","200:customer_id=200108&result=OK:result=OK","12:00～15:00","200:customer_id=200108&result=OK:result=OK","1","","","","",""
"900109","S000DBC0D","2026-06-07 07:27:41","2026-06-07 07:29:06","85","03-0000-0000","080-1068-4343","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200109&result=OK:result=OK","09062655312","200:customer_id=200109&result=OK:result=OK","10:00～12:00","200:customer_id=200109&result=OK:result=OK","1","","","","",""
"900103","S000DBC07","2026-06-07 07:52:41","2026-06-07 07:53:48","67","03-0000-0000","080-1114-9936","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200103&result=OK:result=OK","07013319008","200:customer_id=200103&result=OK:result=OK","時間指定無し","200:customer_id=200103&result=OK:result=OK","1","","","","",""
"900104","S000DBC08","2026-06-07 08:43:11","2026-06-07 08:43:15","4","03-0000-0000","070-8625-9792","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900138","S000DBC2A","2026-06-07 19:42:05","2026-06-07 19:42:06","1","03-0000-0000","070-8892-7327","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900127","S000DBC1F","2026-06-07 19:46:34","2026-06-07 19:46:49","15","03-0000-0000","090-1005-5043","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900134","S000DBC26","2026-06-07 19:58:32","2026-06-07 20:00:06","94","03-0000-0000","080-5335-8277","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200134&result=OK:result=OK","08044679927","200:customer_id=200134&result=OK:result=OK","15:00～18:00","200:customer_id=200134&result=OK:result=OK","1","","","","",""
"900135","S000DBC27","2026-06-07 20:00:05","2026-06-07 20:01:38","93","03-0000-0000","090-9440-5084","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200135&result=OK:result=OK","09060986298","200:customer_id=200135&result=OK:result=OK","15:00～18:00","200:customer_id=200135&result=OK:result=OK","1","","","","",""
"900125","S000DBC1D","2026-06-07 20:04:33","2026-06-07 20:04:33","0","03-0000-0000","090-5108-6869","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900139","S000DBC2B","2026-06-07 20:28:44","2026-06-07 20:29:20","36","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","","","","","","","","","","","","1"
"900126","S000DBC1E","2026-06-07 20:32:52","2026-06-07 20:33:06","14","03-0000-0000","090-6567-8472","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900133","S000DBC25","2026-06-07 20:37:14","2026-06-07 20:37:41","27","03-0000-0000","070-5838-1866","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","","","","","","","","","","","",""
"900144","S000DBC30","2026-06-07 20:59:03","2026-06-07 20:59:19","16","03-0000-0000","090-4470-8769","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900131","S000DBC23","2026-06-07 21:02:16","2026-06-07 21:02:17","1","03-0000-0000","090-7299-7204","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900128","S000DBC20","2026-06-07 22:51:26","2026-06-07 22:53:13","107","03-0000-0000","080-4665-9237","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200128&result=OK:result=OK","07075653674","200:customer_id=200128&result=OK:result=OK","12:00～15:00","200:customer_id=200128&result=OK:result=OK","1","","","","",""
"900145","S000DBC31","2026-06-08 00:05:22","2026-06-08 00:06:38","76","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200145&result=OK:result=OK","08013468720","200:customer_id=200145&result=OK:result=OK","12:00～15:00","200:customer_id=200145&result=OK:result=OK","1","","","","",""
"900140","S000DBC2C","2026-06-08 00:08:27","2026-06-08 00:08:55","28","03-0000-0000","090-2474-2570","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","","","","","","","","","","","",""
"900130","S000DBC22","2026-06-08 00:22:16","2026-06-08 00:23:34","78","03-0000-0000","070-7261-9971","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200130&result=OK:result=OK","09085336925","200:customer_id=200130&result=OK:result=OK","12:00～15:00","200:customer_id=200130&result=OK:result=OK","1","","","","",""
"900143","S000DBC2F","2026-06-08 00:29:16","2026-06-08 00:30:06","50","03-0000-0000","070-2134-7253","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900123","S000DBC1B","2026-06-08 06:03:04","2026-06-08 06:04:07","63","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200123&result=OK:result=OK","09019452061","200:customer_id=200123&result=OK:result=OK","10:00～12:00","200:customer_id=200123&result=OK:result=OK","1","","","","",""
"900136","S000DBC28","2026-06-08 06:17:43","2026-06-08 06:17:43","0","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900142","S000DBC2E","2026-06-08 07:14:14","2026-06-08 07:16:04","110","03-0000-0000","090-4257-3384","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200142&result=OK:result=OK","08067555344","200:customer_id=200142&result=OK:result=OK","12:00～15:00","200:customer_id=200142&result=OK:result=OK","1","","","","",""
"900141","S000DBC2D","2026-06-08 07:28:59","2026-06-08 07:29:29","30","03-0000-0000","080-3865-5052","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900132","S000DBC24","2026-06-08 07:53:59","2026-06-08 07:54:00","1","03-0000-0000","070-6578-8391","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900124","S000DBC1C","2026-06-08 08:01:49","2026-06-08 08:01:58","9","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900129","S000DBC21","2026-06-08 08:36:44","2026-06-08 08:37:24","40","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","","","","","","","","","","","","1"
"900137","S000DBC29","2026-06-08 08:39:34","2026-06-08 08:39:40","6","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900168","S000DBC48","2026-06-08 19:09:46","2026-06-08 19:10:27","41","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900169","S000DBC49","2026-06-08 19:16:05","2026-06-08 19:17:05","60","03-0000-0000","080-9495-4380","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200169&result=OK:result=OK","09053099237","200:customer_id=200169&result=OK:result=OK","時間指定無し","200:customer_id=200169&result=OK:result=OK","1","","","","",""
"900163","S000DBC43","2026-06-08 19:16:18","2026-06-08 19:17:18","60","03-0000-0000","090-8273-9472","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200163&result=OK:result=OK","08087186453","200:customer_id=200163&result=OK:result=OK","15:00～18:00","200:customer_id=200163&result=OK:result=OK","1","","","","",""
"900147","S000DBC33","2026-06-08 19:59:11","2026-06-08 20:00:47","96","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200147&result=OK:result=OK","08021507345","200:customer_id=200147&result=OK:result=OK","15:00～18:00","200:customer_id=200147&result=OK:result=OK","1","","","","",""
"900157","S000DBC3D","2026-06-08 20:12:53","2026-06-08 20:13:13","20","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","","","","","","","","","","","","1"
"900155","S000DBC3B","2026-06-08 20:35:29","2026-06-08 20:37:06","97","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200155&result=OK:result=OK","09063702954","200:customer_id=200155&result=OK:result=OK","10:00～12:00","200:customer_id=200155&result=OK:result=OK","1","","","","",""
"900154","S000DBC3A","2026-06-08 20:45:57","2026-06-08 20:46:22","25","03-0000-0000","090-8847-2923","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","","","","","","","","","","","",""
"900161","S000DBC41","2026-06-08 20:59:13","2026-06-08 20:59:30","17","03-0000-0000","090-4548-7562","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900166","S000DBC46","2026-06-08 21:36:47","2026-06-08 21:37:08","21","03-0000-0000","080-7595-8641","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","","","","","","","","","","","",""
"900165","S000DBC45","2026-06-08 22:09:31","2026-06-08 22:11:05","94","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200165&result=OK:result=OK","09090341171","200:customer_id=200165&result=OK:result=OK","15:00～18:00","200:customer_id=200165&result=OK:result=OK","1","","","","",""
"900167","S000DBC47","2026-06-08 22:27:15","2026-06-08 22:27:37","22","03-0000-0000","080-8740-1322","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","","","","","","","","","","","",""
"900152","S000DBC38","2026-06-08 22:28:22","2026-06-08 22:29:23","61","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200152&result=OK:result=OK","09095457918","200:customer_id=200152&result=OK:result=OK","10:00～12:00","200:customer_id=200152&result=OK:result=OK","1","","","","",""
"900148","S000DBC34","2026-06-08 23:33:23","2026-06-08 23:33:57","34","03-0000-0000","070-7477-7438","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","","","","","","","","","","","",""
"900159","S000DBC3F","2026-06-09 00:59:58","2026-06-09 01:00:53","55","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200159&result=OK:result=OK","08034151015","200:customer_id=200159&result=OK:result=OK","12:00～15:00","200:customer_id=200159&result=OK:result=OK","1","","","","",""
"900146","S000DBC32","2026-06-09 01:08:48","2026-06-09 01:09:14","26","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","","","","","","","","","","","",""
"900150","S000DBC36","2026-06-09 01:22:16","2026-06-09 01:22:49","33","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","","","","","","","","","","","",""
"900164","S000DBC44","2026-06-09 01:26:52","2026-06-09 01:27:17","25","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","","","","","","","","","","","","1"
"900158","S000DBC3E","2026-06-09 01:34:36","2026-06-09 01:36:17","101","03-0000-0000","090-1926-7796","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200158&result=OK:result=OK","08081682907","200:customer_id=200158&result=OK:result=OK","10:00～12:00","200:customer_id=200158&result=OK:result=OK","1","","","","",""
"900162","S000DBC42","2026-06-09 05:06:44","2026-06-09 05:08:25","101","03-0000-0000","070-4525-8240","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200162&result=OK:result=OK","08096024874","200:customer_id=200162&result=OK:result=OK","15:00～18:00","200:customer_id=200162&result=OK:result=OK","1","","","","",""
"900153","S000DBC39","2026-06-09 05:41:08","2026-06-09 05:41:32","24","03-0000-0000","090-7381-8046","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","","","","","","","","","","","",""
"900156","S000DBC3C","2026-06-09 06:03:36","2026-06-09 06:04:39","63","03-0000-0000","090-6743-8826","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200156&result=OK:result=OK","09058429180","200:customer_id=200156&result=OK:result=OK","時間指定無し","200:customer_id=200156&result=OK:result=OK","1","","","","",""
"900151","S000DBC37","2026-06-09 07:46:52","2026-06-09 07:47:18","26","03-0000-0000","080-3424-2592","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","","","","","","","","","","","",""
"900160","S000DBC40","2026-06-09 08:00:46","2026-06-09 08:02:10","84","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200160&result=OK:result=OK","09057191973","200:customer_id=200160&result=OK:result=OK","時間指定無し","200:customer_id=200160&result=OK:result=OK","1","","","","",""
"900149","S000DBC35","2026-06-09 08:09:10","2026-06-09 08:10:38","88","03-0000-0000","090-2933-1282","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200149&result=OK:result=OK","07017752143","200:customer_id=200149&result=OK:result=OK","時間指定無し","200:customer_id=200149&result=OK:result=OK","1","","","","",""
"900175","S000DBC4F","2026-06-09 19:00:17","2026-06-09 19:00:48","31","03-0000-0000","070-5802-5606","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","","","","","","","","","","","","1"
"900172","S000DBC4C","2026-06-09 19:01:02","2026-06-09 19:02:38","96","03-0000-0000","080-8141-7446","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200172&result=OK:result=OK","07027264450","200:customer_id=200172&result=OK:result=OK","時間指定無し","200:customer_id=200172&result=OK:result=OK","1","","","","",""
"900185","S000DBC59","2026-06-09 20:30:04","2026-06-09 20:31:44","100","03-0000-0000","090-9168-6685","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200185&result=OK:result=OK","08098804650","200:customer_id=200185&result=OK:result=OK","12:00～15:00","200:customer_id=200185&result=OK:result=OK","1","","","","",""
"900188","S000DBC5C","2026-06-09 20:32:54","2026-06-09 20:32:55","1","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
